Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
58.99809396,Yes,Non-Travel,449.5410062,Research & Development,0.883536778,2.997730263,Life Sciences,1,1022.179288,2.990223129,Male,94.118053,3.004258905,1.005954805,Healthcare Representative,4.009066262,Married,2307.411125,4092.47034,3.022579377,Y,Yes,11.04543611,3.000247585,3.016822244,80,0.003868168,9.832403704,2.019274785,2.990620014,1.985940728,0.040837583,7.018895352,8.005285935
46.90822324,Yes,Travel_Rarely,945.7168678,Human Resources,15.10584286,4.013021976,Medical,1,337.0001208,4.007350041,Female,51.98795879,3.006405203,0.995525086,Sales Executive,4.009566553,Single,13502.59502,22083.67603,4.001862513,Y,Yes,11.98199901,2.999644233,1.006991233,80,1.993249071,6.003516855,2.011473727,3.007307349,9.029487755,-0.078319072,-0.008340954,4.019020716
35.11798074,Yes,Travel_Frequently,519.4431188,Research & Development,4.015463846,1.008663187,Human Resources,1,1679.827636,3.996672658,Female,87.14400571,2.990406506,1.008190124,Sales Representative,0.979805055,Divorced,6224.103034,17899.21899,0.99674994,Y,Yes,11.944197,3.002886681,3.978625655,80,-0.005490442,8.981213042,4.996776658,3.004230261,12.99013428,-0.028551993,4.001414264,0.011770182
20.98048347,Yes,Non-Travel,415.0408137,Research & Development,5.904967486,4.993265635,Other,1,1136.457461,3.989203028,Male,79.9574827,2.00472146,2.999658271,Human Resources,1.017080944,Married,2858.773889,10130.25823,3.02099427,Y,No,11.02508899,2.999257671,3.979989026,80,1.983877993,8.955014622,4.006428287,3.005363855,9.990724716,7.981890754,-0.008240425,12.94585511
33.01700155,Yes,Travel_Rarely,184.8825531,Research & Development,6.015565421,2.999656078,Life Sciences,1,701.8635387,3.015396412,Female,87.14746532,2.008344479,4.006187378,Human Resources,2.030951572,Single,5536.33134,7332.0351,6.019303597,Y,No,19.01630504,2.998442368,3.011615206,80,0.010103747,25.17970997,2.000495367,2.997853586,0.998879651,2.03094497,6.96522271,4.994446408
28.97654027,No,Non-Travel,1494.290431,Human Resources,4.987159478,4.006275457,Life Sciences,1,207.2812807,3.013332207,Female,32.28923177,3.992452638,1.013677294,Manager,3.018110096,Married,5413.391821,13358.39228,1.043750291,Y,Yes,11.00524444,3.0008383,1.027013333,80,2.004220736,18.06356176,2.000152929,2.996606546,13.99641185,7.010399814,7.032292002,2.063474812
32.93527609,No,Travel_Rarely,1348.031172,Research & Development,2.071669627,3.999801013,Other,1,1247.774678,2.984940085,Male,53.95325465,3.00811743,0.990186929,Sales Executive,3.008246846,Single,2874.455753,25340.37094,3.051430197,Y,No,13.99439367,3.995799192,3.998526729,80,2.019290122,5.890495481,3.001203354,2.003890931,-0.028725302,-0.004765872,0.020303008,-0.070194702
28.99594336,No,Travel_Frequently,1095.772749,Human Resources,10.00442927,2.010318821,Technical Degree,1,235.5029349,4.007061645,Female,42.01938777,2.994707587,1.9956473,Manager,3.00187474,Married,12496.12856,11531.30562,3.033544739,Y,Yes,14.00737705,2.997205562,3.98823833,80,0.999145431,22.03323775,1.000968612,2.019529195,5.990484434,0.043734129,0.060212273,4.027559924
46.06195867,Yes,Non-Travel,878.0131301,Sales,0.982146225,3.013698679,Technical Degree,1,120.8235054,2.997534409,Female,78.57001904,2.004069061,0.999879155,Research Director,3.99707419,Single,10691.11013,10579.62923,2.026082103,Y,Yes,12.04070825,3.000415751,2.012398224,80,1.000413044,8.917281621,1.99418091,2.991844012,-0.010176805,0.032683928,4.993272341,4.003489953
55.90754944,Yes,Travel_Frequently,541.6009233,Sales,24.99799474,3.999537991,Life Sciences,1,233.7037802,0.995611725,Female,77.74919087,2.989071613,1.023841281,Manager,3.0105705,Divorced,2667.628375,9353.815139,1.010975889,Y,Yes,18.91721822,2.997959779,4.019587309,80,1.996768424,7.097450437,3.992202046,2.990830789,10.95842412,2.013996017,1.995509937,0.960226716
33.10994453,No,Travel_Frequently,684.5003503,Human Resources,1.046211488,3.008494563,Technical Degree,1,570.64584,3.987246183,Male,55.70424335,4.004509363,2.996386715,Healthcare Representative,4.007462628,Divorced,2624.017345,22035.46796,0.965529723,Y,Yes,18.02534484,3.003586984,2.010723616,80,0.008221165,6.912052359,3.00595105,1.987066127,3.04351404,7.045808188,4.990020912,0.058948104
19.94739352,No,Non-Travel,154.3832437,Sales,26.08318147,2.99270969,Technical Degree,1,957.4620418,1.990446709,Male,66.20778403,2.986440328,1.999220235,Sales Representative,2.997261702,Married,4722.82001,17005.08545,0.028745402,Y,No,14.05229331,3.000624555,4.011115693,80,0.999950947,8.08379637,1.995160213,3.004356954,4.893308085,6.972599764,-0.005370176,7.996658212
40.94689205,No,Travel_Frequently,504.7601917,Research & Development,4.100493452,2.994072985,Technical Degree,1,852.0084879,2.995245919,Male,35.2298803,3.009436852,4.024545879,Research Director,3.016830686,Divorced,2274.736089,4084.085738,0.99990288,Y,Yes,23.00221664,3.000943873,3.994133706,80,0.999220055,12.08015682,1.989747336,2.997310436,1.023867167,-0.00356544,1.044665086,6.948507059
50.92766048,No,Travel_Frequently,1397.557033,Research & Development,1.03364953,2.006932595,Human Resources,1,647.1757295,2.003244226,Male,66.80185679,3.99241295,2.006354234,Sales Representative,1.995568739,Married,5343.843619,9588.445921,-0.019391541,Y,No,11.06503384,4.002108497,4.002639781,80,0.99646838,24.03371285,2.009002223,3.00266547,1.030536946,7.979405216,-0.015940862,1.055750612
41.86302337,Yes,Non-Travel,305.2992534,Research & Development,18.99493863,4.014804823,Technical Degree,1,1836.343711,3.023062544,Female,69.07091113,2.990401169,3.006051224,Healthcare Representative,1.011876001,Married,4274.205609,23290.97917,4.963162745,Y,Yes,19.00715452,3.010101228,1.011830112,80,0.993192345,8.012477345,4.994175837,3.001022848,21.07327846,-0.018817283,1.980449003,1.965157966
41.00440485,Yes,Travel_Frequently,207.7089311,Research & Development,9.205862239,4.010668759,Human Resources,1,500.2648722,2.98954019,Male,52.88583121,3.002627084,2.975996134,Laboratory Technician,0.988532003,Married,19888.17603,16051.1898,6.007900028,Y,Yes,11.96610938,3.003173856,4.028771565,80,0.996694735,5.169296193,2.005280252,2.995046607,4.003314645,-0.021935627,-0.011676907,-0.009338991
23.97705057,Yes,Travel_Rarely,551.871368,Sales,8.991200838,3.000382548,Other,1,1398.026777,3.987763093,Female,32.88442437,1.999385655,4.008660456,Manager,1.015917678,Divorced,5575.037467,10995.9523,-0.009332916,Y,Yes,14.01432183,3.000582162,0.995901029,80,0.984696651,8.072774033,3.984919872,3.000767609,2.91298652,1.985802559,6.98606418,2.02501786
29.00409908,No,Travel_Frequently,1223.08126,Sales,1.12903386,4.998767668,Marketing,1,588.0968212,2.999741215,Female,33.9313181,3.010240591,2.008488291,Sales Executive,3.973668158,Divorced,10469.56512,2074.786969,3.979985426,Y,Yes,11.92243609,2.996848449,2.999065297,80,0.010222811,1.989939642,2.004697411,3.000009433,10.00843144,2.045858996,0.014676632,2.976911596
35.89539293,No,Non-Travel,924.0354045,Human Resources,2.032840836,5.00810278,Technical Degree,1,1509.549716,2.021586174,Male,29.82743028,1.992168125,1.005171102,Sales Executive,2.034685436,Divorced,2710.860496,3569.709241,6.99865258,Y,Yes,14.03881134,2.997507841,1.996183843,80,1.013914441,19.03214039,2.002103457,3.998707605,1.953644709,1.950009014,-0.003550999,0.052553606
40.03609644,No,Travel_Rarely,1092.020887,Sales,8.11202141,3.998805136,Medical,1,1272.212095,2.997331865,Male,52.30889568,3.005740338,0.996158897,Manufacturing Director,1.99017484,Divorced,2414.341077,3492.006652,7.956381389,Y,No,18.02775956,3.00151179,4.000569335,80,0.990213212,5.09479033,3.011285361,1.013903635,9.139042452,8.053808451,12.97231049,3.984268575
33.03992265,Yes,Travel_Frequently,312.7679281,Human Resources,3.968705108,3.002138546,Life Sciences,1,1236.950558,0.999986057,Female,68.19779503,4.002244467,1.005173519,Healthcare Representative,1.990909346,Married,5188.748533,24172.10118,5.988889924,Y,No,11.05564954,3.002725792,1.004707301,80,-0.012135032,6.962203019,4.001288665,2.985390746,7.940003836,3.006263066,9.017871198,0.000390844
44.12860748,No,Travel_Frequently,793.8629949,Human Resources,17.08558286,0.992896255,Marketing,1,954.9189901,4.005306518,Female,68.38107262,2.999255233,1.003555723,Human Resources,2.968313129,Married,2224.215658,24243.25419,1.977626501,Y,No,11.95643489,2.996178559,2.018794073,80,-0.002495172,20.03395247,2.002508605,3.989550763,2.974929102,2.054394541,1.041487096,0.008172681
33.98872016,Yes,Non-Travel,1424.019225,Human Resources,3.889001959,1.995760015,Life Sciences,1,45.76152392,4.008752134,Male,44.76065835,4.011736621,0.999253121,Human Resources,4.000548241,Divorced,6831.443034,16299.22652,2.028427643,Y,Yes,11.02363799,3.004566307,4.016895016,80,1.994531654,10.91264144,1.989382107,1.991563151,2.039544075,3.013363953,1.957959887,1.95585323
34.82790951,Yes,Travel_Rarely,656.7963758,Research & Development,27.00979677,2.997232875,Medical,1,437.684251,1.995555989,Female,30.73609179,4.00697233,4.992955203,Manager,0.997681726,Single,3610.160202,25269.01421,0.999084996,Y,Yes,11.99295248,2.997855869,0.993040171,80,-0.008810301,10.14171117,1.984061901,3.000986428,9.05259274,-0.049154074,0.00992805,-0.008038712
46.96524929,Yes,Non-Travel,1297.221833,Human Resources,27.03517857,4.008757873,Human Resources,1,197.9160779,3.990914307,Male,51.39192176,3.004819468,3.989998014,Sales Executive,2.017387807,Divorced,6177.335673,11342.59374,0.023856615,Y,No,12.02234469,3.000571416,4.008048497,80,0.004241767,31.11815467,3.979127857,2.998337145,6.966027323,6.959153267,1.978090786,8.076843338
33.1543026,No,Travel_Frequently,705.5181461,Human Resources,2.778131564,2.015383303,Medical,1,61.42636359,1.97601746,Female,95.14379993,3.000213869,1.997346253,Healthcare Representative,0.994642876,Single,5252.314292,19670.43988,1.028411498,Y,Yes,14.94639042,3.003382333,2.008297315,80,0.98888531,6.940309387,3.005707455,3.00662686,9.950264556,-0.003192453,-0.02462233,5.995100178
57.91601198,Yes,Non-Travel,986.1554917,Research & Development,8.968215487,0.991168045,Human Resources,1,733.5163577,3.002739535,Male,90.94381193,1.985186918,1.000381808,Healthcare Representative,2.991114536,Divorced,2426.182551,9126.167311,4.967598397,Y,No,14.96472567,3.998722613,4.010763833,80,1.000691203,17.81709565,1.983957403,2.996096739,3.999677409,9.05887405,1.00375047,2.004558231
22.04078063,No,Travel_Rarely,254.9950919,Human Resources,5.973430678,2.002747514,Medical,1,1305.69976,2.007922196,Male,61.99525926,3.993734647,1.006752839,Manager,3.999826198,Married,5766.297632,10281.36051,7.024851788,Y,Yes,13.97959442,2.99735201,3.00823058,80,2.002194161,8.96337935,1.017868656,1.992802115,22.1062314,7.962773992,2.964160083,3.963787109
41.05674126,Yes,Non-Travel,314.7012674,Sales,1.017270567,1.991660612,Technical Degree,1,1198.802335,2.005572213,Male,30.15693364,2.001059394,1.98824674,Human Resources,3.004639246,Married,14008.03277,4161.543966,1.037428519,Y,No,13.00988989,2.997451339,2.991041298,80,0.991763744,10.00976723,2.987714915,2.000559357,5.061078966,1.932496445,0.994124363,-0.043740562
41.05386544,Yes,Travel_Rarely,655.611926,Human Resources,1.124258827,2.002356129,Medical,1,237.8760221,3.999427166,Male,83.98028161,2.99865939,2.001971066,Research Scientist,3.007714487,Married,6875.146656,8255.993052,0.031440083,Y,No,13.03640383,2.998108928,4.014949658,80,-0.011784628,5.030086121,3.00040371,2.995490253,33.0948826,2.026144964,-0.006070153,4.008699096
30.0161108,No,Non-Travel,1177.595164,Sales,19.02822015,0.995219453,Other,1,1742.322773,2.996646917,Female,70.74327272,2.99576449,1.021920911,Research Scientist,1.000217391,Married,2978.013354,5260.229993,0.968304094,Y,No,15.93978199,3.999435489,2.002555027,80,-0.003700434,5.961138945,6.019851466,1.000292846,5.912454033,6.965803479,1.052442891,2.034061443
26.870025,No,Travel_Rarely,650.4394614,Research & Development,0.96387518,1.001626676,Marketing,1,1658.689859,2.010523546,Female,94.09560513,3.010225115,1.995510892,Manufacturing Director,3.999240974,Married,5280.536004,2683.508854,-0.002132644,Y,Yes,12.9629594,4.001174869,3.992792099,80,0.011371806,4.037829663,1.998105552,3.001321437,1.042924432,3.003625224,7.994557326,10.99619411
30.96441938,No,Travel_Rarely,337.7258777,Research & Development,0.953015315,4.005592184,Human Resources,1,1457.519682,4.000543859,Female,99.98333923,2.993695765,0.993011054,Research Scientist,3.998201966,Married,3699.113062,10011.35122,3.997915687,Y,Yes,15.02035926,3.001408714,3.99071364,80,1.012560102,6.064476724,2.00222556,2.015732031,3.030362987,-0.023700958,0.976807865,7.021446096
45.99650914,Yes,Non-Travel,1282.289729,Human Resources,6.041616891,3.997636732,Medical,1,901.6002752,0.975006429,Male,61.28336963,1.997482106,2.000576524,Manufacturing Director,0.988854976,Married,9938.160117,11610.18331,2.004427959,Y,No,14.01294655,3.008085115,0.98665241,80,1.007845899,6.101110822,3.005905078,2.002961215,7.880112778,3.030978034,-0.040180654,2.006835828
31.95134776,Yes,Non-Travel,693.3559116,Research & Development,2.049671523,0.999992006,Medical,1,371.9400085,1.004795445,Male,89.99397911,2.999763138,0.99876754,Research Director,4.014389652,Divorced,6874.488779,13174.23428,3.98799544,Y,No,11.05846047,3.004476006,3.006933087,80,0.999910627,23.86326223,1.994751068,2.996413743,6.962920773,2.040080216,10.98569496,5.987291554
27.00996306,No,Travel_Frequently,674.0916357,Sales,0.972509146,3.006115169,Marketing,1,15.68591761,2.999327122,Female,48.93689574,2.996361241,4.996390601,Research Director,2.995966941,Married,3969.95523,7712.237452,1.977447863,Y,No,18.00393512,2.998324384,3.010475992,80,0.003005953,21.93754449,4.015008571,3.001537921,4.983626864,11.91855307,3.988248777,1.972023957
42.05541158,No,Travel_Rarely,660.1559965,Sales,2.051426276,2.982682811,Technical Degree,1,1581.435911,3.980765905,Male,39.2636832,3.011621771,3.029016222,Sales Executive,1.987847881,Married,3220.093422,12679.73211,0.037288808,Y,Yes,10.92930573,3.002336398,3.01015656,80,0.989566234,13.9101239,1.979753476,4.005551043,8.891717687,1.989674812,4.985766424,3.995258887
44.98394242,No,Travel_Frequently,616.9849185,Research & Development,7.127122342,2.004373642,Life Sciences,1,387.0244045,3.002382199,Female,35.9521852,2.996096831,0.994151353,Sales Representative,3.025380387,Married,7210.512635,18128.5493,0.982713911,Y,No,18.9538434,3.005107418,3.992216316,80,0.0087807,9.97472436,2.004331069,3.001498792,5.145810786,-0.015876635,0.97926473,4.057749246
55.08714679,No,Travel_Frequently,683.9293408,Human Resources,23.04652422,3.990847024,Medical,1,632.2612635,2.992075484,Male,39.10679147,3.002960942,1.008177756,Human Resources,2.988388849,Single,16855.3722,21667.24257,2.996331266,Y,Yes,12.99008898,2.996324682,3.980330097,80,-0.002716433,27.99560386,2.999191286,2.002004011,5.081367953,8.072643857,1.036073537,0.944827553
44.94556622,No,Travel_Frequently,722.969264,Human Resources,22.96137607,4.000727124,Life Sciences,1,618.3294311,0.984970158,Female,45.30780893,2.000080731,2.009935518,Sales Executive,1.0148379,Single,2231.804831,15872.95267,0.986334861,Y,Yes,14.03456347,2.999937056,3.019383881,80,-0.017350541,2.973206073,3.003188521,3.001371475,7.928768224,1.994056548,-0.006783734,4.035669276
36.98984256,Yes,Non-Travel,281.0024943,Human Resources,0.925598859,2.005704961,Technical Degree,1,1553.885586,3.005718677,Male,62.1037417,3.007931201,1.01097246,Research Scientist,2.992832465,Divorced,19242.94812,24749.3266,0.987804952,Y,Yes,17.04562904,2.995054397,3.02352024,80,-0.008189718,10.97577176,1.973752391,4.008114999,3.010148784,8.964991782,0.980465751,1.991398515
50.12737917,No,Travel_Rarely,192.035681,Sales,22.90353191,0.993348186,Medical,1,840.7903668,0.996221567,Male,80.99902656,2.003236998,3.996160773,Sales Representative,3.026823622,Married,2306.567022,4796.567413,1.998731138,Y,No,13.06357578,2.998089551,1.003604799,80,0.982573087,16.05696971,2.001447009,2.991183779,0.981466558,0.005576434,3.01253176,2.002327877
30.84653251,No,Non-Travel,1446.849947,Human Resources,14.95117189,3.995136613,Other,1,2021.27072,4.000135942,Male,93.95461791,2.991279581,1.00284833,Sales Representative,3.009057803,Divorced,12222.21539,15910.84774,0.997439209,Y,Yes,11.98790724,3.000961624,0.986300861,80,1.995781716,0.93615994,2.999510777,0.988802231,0.983147749,1.995390022,0.019114818,1.00911553
36.05742977,Yes,Non-Travel,692.798238,Human Resources,0.91505277,0.996052639,Other,1,1365.534229,2.012724298,Male,43.95095969,2.998459227,1.002831592,Sales Executive,3.009099846,Single,6212.448881,21237.3244,3.981725145,Y,No,12.97749177,3.00051382,2.98948695,80,0.012328559,7.04988831,4.013751349,3.001568164,1.0867652,-0.022702734,0.987002441,6.02559067
26.03322222,Yes,Travel_Rarely,1199.950161,Research & Development,23.0391985,2.975525886,Other,1,4.528459656,3.996893244,Male,36.38896319,2.005375692,2.992175915,Sales Representative,1.002989583,Divorced,12520.0697,2413.022726,8.022319581,Y,Yes,12.03956515,4.004530522,2.999365533,80,1.002320011,9.002252547,3.003736365,3.004452796,1.030728355,2.018125322,1.991232641,2.002421572
23.14930454,Yes,Non-Travel,187.7463563,Research & Development,3.860874468,3.00256159,Other,1,106.7045333,0.983334568,Male,68.25555023,2.989370498,2.011835067,Manager,2.998124927,Married,2437.851918,14039.51511,1.981673144,Y,No,16.0249772,3.00243055,2.006379547,80,0.991601467,12.144067,5.032282718,3.000006157,2.990416612,6.993866754,-0.026015601,6.961837763
34.99627188,No,Travel_Frequently,1355.676917,Sales,13.99978498,2.995211393,Other,1,1270.405334,3.996678116,Female,81.02254731,3.011235131,4.991294205,Sales Executive,3.024310073,Divorced,5068.726982,7538.195138,1.02152273,Y,No,13.97183213,3.005906071,0.996903153,80,1.01108442,16.04760046,1.997951316,3.002380724,3.95686402,1.963598498,4.93523158,1.941633848
30.90492326,Yes,Travel_Rarely,333.9446571,Human Resources,0.927743816,1.99469872,Technical Degree,1,1539.55997,1.011583734,Female,82.06868354,3.002627361,1.00516867,Sales Executive,3.011038964,Married,6561.321713,12473.94737,2.010932766,Y,Yes,12.00839568,4.000603564,0.997382842,80,-0.000186806,6.079264759,3.00066823,2.003497338,13.01209139,-0.031739963,0.025973876,6.97318456
48.00065812,No,Non-Travel,1091.135915,Research & Development,1.026046925,3.995089813,Life Sciences,1,1040.740516,3.002520287,Male,45.803211,2.99104265,1.010736402,Sales Representative,1.016043245,Divorced,6130.250391,22576.28108,1.009567635,Y,No,10.93703565,3.002085687,4.002318881,80,0.002754297,14.96284455,2.001259981,3.003946098,5.010427583,2.06136081,0.027387753,4.021983733
49.91496844,Yes,Travel_Frequently,805.1731758,Sales,5.975874729,1.985313442,Life Sciences,1,125.5650873,4.003251933,Male,89.03680116,1.998574725,2.994953674,Sales Representative,2.992742813,Married,2120.903151,16862.84255,4.99409105,Y,No,16.99728174,3.002132509,2.992393579,80,0.00438949,10.11961196,2.002386936,2.017010903,6.050742596,2.019924969,0.925054739,2.066931092
31.10259668,No,Travel_Frequently,1255.893574,Research & Development,2.9763339,2.995500889,Life Sciences,1,1932.960844,1.982320194,Female,92.71360288,1.994174999,1.983183337,Research Director,1.00334477,Divorced,4846.232102,24007.3728,3.990925706,Y,No,12.96016992,3.000139472,2.987182207,80,0.00952402,9.933617872,4.001859987,3.985866611,21.92045407,3.011629861,-0.037255926,4.012641321
24.09445498,No,Travel_Frequently,1469.114628,Human Resources,1.012077586,4.003451073,Human Resources,1,1526.717555,4.001933569,Female,95.83332283,2.009301261,0.994487356,Healthcare Representative,2.001075375,Single,2785.776361,19233.17242,0.992705835,Y,No,11.00957041,2.998836826,2.009928459,80,-0.000366922,15.88235064,2.009698915,2.999957605,11.03524987,2.007731278,7.024116448,-0.025444539
44.81342456,Yes,Travel_Frequently,248.6382955,Sales,1.942932659,4.014662628,Life Sciences,1,1883.528863,2.006036164,Male,64.01547525,3.011094722,1.013237284,Healthcare Representative,0.998977641,Married,4180.311664,14240.90665,0.007527865,Y,No,12.01600476,3.00012792,4.015206648,80,0.992113284,20.96891281,2.023285224,3.003199682,3.021967675,4.030135772,0.977173734,6.961643166
45.05378267,No,Travel_Rarely,129.5715813,Human Resources,0.939331864,3.00593452,Human Resources,1,914.6991284,1.993064706,Male,80.64479953,2.999791525,1.004275633,Research Scientist,1.020110719,Divorced,9421.564675,6784.842319,2.974233969,Y,Yes,13.94802671,4.000900143,2.009043742,80,1.003839582,30.09089881,3.010825393,2.994992714,7.940018413,5.927120878,5.012348378,6.017532056
32.04369046,Yes,Travel_Frequently,294.5232801,Human Resources,1.018184699,3.006696293,Life Sciences,1,1647.176925,4.002764449,Male,96.97055717,3.003864073,1.987666415,Research Director,2.001959079,Single,2274.950023,16158.58515,1.008780225,Y,Yes,13.05146568,3.997668175,3.996769791,80,0.015717714,16.86005295,3.000857569,3.011986591,0.129002925,1.965874354,7.005547953,2.965914697
43.87304078,Yes,Travel_Frequently,862.7296054,Research & Development,28.00576207,0.995106878,Marketing,1,523.992645,1.998888898,Male,98.9660344,3.011488612,0.982555826,Laboratory Technician,3.010403192,Single,2370.918269,20284.07727,2.984821264,Y,Yes,17.97604172,4.001576606,1.984731641,80,0.01194483,6.025703828,1.993342966,2.000156625,15.07664991,-0.068708815,1.032901318,1.994239032
33.10253378,No,Travel_Rarely,1147.37084,Sales,9.977793135,4.008878181,Human Resources,1,1751.942062,0.998070097,Female,60.67015712,4.013178433,0.972948955,Healthcare Representative,4.01050154,Single,3430.129906,13266.42754,3.99871377,Y,No,19.08006708,2.998065722,3.999295254,80,-0.006663455,10.84921288,2.016238785,3.00373377,9.998811195,2.051800037,-0.024038177,2.976015111
34.05989346,Yes,Travel_Rarely,889.9455015,Human Resources,5.993362838,4.008570369,Technical Degree,1,1590.222706,1.992641884,Male,37.94096655,2.999870745,5.007560274,Sales Representative,1.002389357,Married,7430.523931,12931.69282,0.006879879,Y,No,12.97828888,2.994297674,2.993864102,80,1.006495181,14.06690385,2.998874847,1.999750401,6.041320214,8.971497726,0.946184486,3.000696877
53.04088938,No,Travel_Rarely,791.6976262,Research & Development,5.132491857,4.015109791,Technical Degree,1,364.5457165,0.991355041,Male,90.83871345,3.990974576,5.002458465,Human Resources,4.010711973,Divorced,2743.105266,13611.16448,1.022139878,Y,No,12.00863765,4.007379848,2.002398925,80,0.000151811,5.897897001,-0.005434772,3.005260477,4.001109822,2.06913867,4.017235542,0.017359491
50.04532117,Yes,Travel_Frequently,416.1568243,Research & Development,23.0226266,0.999927699,Technical Degree,1,1250.334382,3.980298338,Female,95.49204906,2.012447836,4.006886377,Research Scientist,4.016416148,Married,10670.2641,25929.69911,3.934008755,Y,No,17.99662806,2.998609812,1.00666628,80,-0.001421401,12.00315467,3.997612895,2.997415473,1.949395674,2.964083636,7.009954518,1.96106731
44.95323583,Yes,Non-Travel,937.4419174,Human Resources,1.062898441,2.989758317,Human Resources,1,719.3348049,3.99676578,Male,89.02327325,2.999930362,2.020844353,Research Scientist,3.014280152,Single,5070.702292,8769.136555,2.966944946,Y,Yes,13.99565446,3.002294048,3.992893025,80,-0.004434214,9.89858696,3.031377175,2.995537768,4.941701097,0.028696629,0.940287324,-0.01935901
29.14464619,No,Travel_Rarely,505.4893214,Human Resources,3.941072895,3.009040436,Marketing,1,954.0803886,2.012678956,Female,85.11308257,4.003256511,1.995373161,Research Scientist,3.997595519,Married,9095.134441,10854.8738,8.994320686,Y,No,16.94117292,3.000880384,2.977716981,80,-0.00332385,31.89070656,4.014867899,2.998754094,7.079143752,3.049438427,4.02241751,9.963265387
32.00428388,No,Travel_Rarely,1109.141311,Sales,1.040209414,3.992800219,Other,1,680.2012097,3.004056026,Female,60.10457467,1.991223255,1.012097097,Research Director,3.996369018,Divorced,19546.07572,10366.38991,1.0434348,Y,No,21.04177261,2.999185828,1.01198835,80,0.998856189,7.908762463,1.987887201,2.000099064,1.036599203,6.957850357,-0.054400076,4.032301796
31.98086486,Yes,Travel_Rarely,317.1947307,Research & Development,18.9161188,3.012989718,Marketing,1,1149.855441,1.008464935,Female,58.02822542,1.98930626,3.013370814,Human Resources,3.993302986,Single,2921.102959,8811.719339,1.997009284,Y,No,22.9290544,2.997416743,2.996490984,80,1.003048263,9.913669589,3.00296186,2.994857447,4.974951054,7.014064592,0.04338409,3.985957058
30.90418321,Yes,Non-Travel,473.5148948,Research & Development,5.039066894,3.000775741,Life Sciences,1,1617.600178,1.992026907,Female,36.35427087,2.999672095,1.001882335,Sales Representative,3.999651137,Divorced,2788.0014,6399.146727,0.005584623,Y,Yes,16.93458868,2.992838967,4.004849477,80,-0.007166819,20.99782899,1.994061894,3.002795102,7.976142213,1.95614114,0.015202197,2.020839952
30.14686446,No,Non-Travel,1203.503833,Sales,1.01952152,2.988860907,Life Sciences,1,844.4875888,3.989442643,Male,58.91608138,1.000181644,2.978023611,Manufacturing Director,3.017990272,Married,13523.75241,10155.42089,6.974936232,Y,Yes,12.99825718,2.998311765,1.996982243,80,-0.024620915,10.1398395,3.01563062,2.00841548,10.03818198,2.985664457,12.92529128,3.964218898
25.02030473,Yes,Non-Travel,309.5897827,Research & Development,15.97531241,4.984915048,Medical,1,1792.650144,3.995071069,Female,74.17551548,1.997378485,1.994624744,Sales Executive,3.007871008,Married,10459.27925,10874.40846,0.990269736,Y,No,18.98142551,4.000551536,2.998226289,80,0.01773202,10.04628224,2.995797195,4.003854816,2.957996448,5.013113518,1.017148076,0.945739685
38.79249287,No,Non-Travel,363.5096184,Human Resources,2.068887449,2.001981036,Life Sciences,1,287.2447367,2.012963928,Female,86.9915576,3.001724227,0.988194956,Sales Executive,1.990954887,Married,2425.963129,13659.75176,0.00014616,Y,No,11.07624362,2.997884642,3.986987756,80,0.997432858,17.97971213,3.990778194,1.995076969,3.980748991,2.046146992,-0.049279409,4.994781973
39.04308204,Yes,Non-Travel,248.6476915,Human Resources,19.91130672,3.002183322,Technical Degree,1,1206.25186,2.015766958,Male,90.76685051,1.992810514,0.992064341,Research Director,3.021280188,Single,4749.473357,19166.6674,3.989708657,Y,No,22.02542938,2.998531684,3.988358226,80,2.993488627,7.825365744,3.010438808,2.99354996,27.01986042,4.036801445,1.024012608,1.987729171
34.14244231,Yes,Travel_Frequently,128.7346568,Research & Development,1.90978966,1.994398009,Other,1,1694.145737,1.9751723,Female,73.0368783,3.002730563,1.006313287,Research Scientist,3.992745325,Married,2977.243122,23332.29832,3.006548812,Y,No,12.01286243,4.001457955,1.995430119,80,-0.011190394,3.972934169,4.002368862,3.004723514,10.01250617,6.997197628,1.019149479,2.973931467
47.04998316,No,Travel_Frequently,503.1594678,Research & Development,9.085256557,2.994750555,Medical,1,1669.297714,2.00761643,Male,44.86356068,3.004739685,1.997090256,Research Director,4.00747542,Married,13841.84718,23942.39707,-0.011935247,Y,No,13.02458003,2.996942009,3.989858073,80,2.997913626,3.015496519,1.994699422,2.997844283,0.997072663,10.98125722,4.042085091,8.024793114
57.11436087,Yes,Non-Travel,1444.546399,Sales,6.942714166,2.009698532,Human Resources,1,1888.183001,1.992056288,Male,92.1246957,2.99712448,1.996798538,Human Resources,2.989806586,Divorced,11163.35494,20405.99098,2.001326926,Y,No,15.88569627,3.003007872,0.987982199,80,0.987261835,1.028792112,3.001524163,3.000100471,1.034461529,1.98943448,-0.048239821,7.966721111
